Номер постамата|Дата ввода в эксплуатацию|Адрес постамата|Режим работы|Аренда
PS2736|2020-10-28 00:00:00|Ульяновская область,город Димитровград,улица Куйбышева, дом 36А|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS2741|2020-10-28 00:00:00|Иркутская область,город Зима, Донской пер, дом 1|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS2773|2020-10-28 00:00:00|Калининградская область, Полесский район ,город Полесск,улица Заводская, дом 1|ПН-ПТ 08:30-17:30, СБ-ВС выходной|НЕТ
PS2775|2020-10-28 00:00:00|Калининградская область, Черняховский район ,город Черняховск,улица Калининградская, дом 5|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS2791|2020-10-28 00:00:00|Белгородская область,город Белгород,улица Костюкова, дом 63|ПН-ПТ 08:30-17:30, СБ-ВС выходной|НЕТ
PS2793|2020-10-28 00:00:00|Белгородская область, Белгородский район , поселок Дубовое,улица Зеленая, дом 16|ПН-ПТ 09:00-17:30, СБ-ВС выходной|НЕТ
PS2794|2020-10-28 00:00:00|Белгородская область,город Белгород, проспект Б.Хмельницкого, дом 160|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS2811|2020-10-28 00:00:00|Мурманская область,город Мурманск, проспект Ленина, дом 92|ПН-ПТ 10:00-18:15, СБ-ВС выходной|НЕТ
PS2815|2020-10-28 00:00:00|Мурманская область,город Мурманск, Кольский проспект , дом 70|ПН-ПТ 09:30-17:45, СБ-ВС выходной|НЕТ
PS2816|2020-10-28 00:00:00|Мурманская область, Кольский район ,город Кола, Советский проспект , дом 38|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS2827|2020-10-28 00:00:00|Архангельская область,город Северодвинск,улица Первомайская, дом 1|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS2830|2020-10-28 00:00:00|г Санкт-Петербург, Фрунзенский район ,улица Белы Куна, дом 1 корпус 3|ПН-ПТ 11:00-20:00, СБ-ВС выходной|НЕТ
PS2838|2020-10-28 00:00:00|г Санкт-Петербург,город Павловск, Пушкинский район ,улица Конюшенная, дом 16/13|ПН-ПТ 09:00-18:00, СБ 10:00-16:00, ВС выходной|НЕТ
PS2895|2020-10-28 00:00:00|Пермский край,город Пермь, Индустриальный район , шоссе Космонавтов, дом 112|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS2898|2020-10-28 00:00:00|Пермский край,город Кунгур,улица Гоголя, дом 13|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS1681|2020-10-29 00:00:00|Костромская область, Шарьинский район ,город Шарья,улица Имени 50-летия Советской Власти, дом 27|ПН-ПТ 08:30-17:30, СБ-ВС выходной|НЕТ
PS1764|2020-10-29 00:00:00|Свердловская область,город Екатеринбург, Верх-Исетский район ,улица Белореченская, дом 16|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS1833|2020-10-29 00:00:00|Белгородская область, Белгородский район , поселок Майский,улица Кирова, дом 14|ПН-ПТ 09:00-17:30, СБ-ВС выходной|НЕТ
PS2055|2020-10-29 00:00:00|Ставропольский край, Георгиевский район , станица Незлобная,улица Ленина, дом 224А|ПН выходной, ВТ-ПТ 08:30-17:15, СБ 08:30-14:30, ВС выходной|НЕТ
PS2129|2020-10-29 00:00:00|Курская область,город Курск,улица Дубровинского, дом 5|ПН-ПТ 09:00-18:00, СБ-ВС выходной|НЕТ
PS2168|2020-10-29 00:00:00|Республика Дагестан,город Каспийск,улица Ленина, зд 52Ж|ПН-ПТ 08:00-17:30, СБ-ВС выходной|НЕТ
PS2172|2020-10-29 00:00:00|Алтайский край,город Барнаул, Центральный район , Красноармейский проспект , дом 58А|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS2228|2020-10-29 00:00:00|Владимирская область, Александровский район , пгт Балакирево,улица 60 лет Октября, дом 12|ПН-ПТ 09:00-18:00, СБ 09:00-13:30, ВС выходной|НЕТ
PS2277|2020-10-29 00:00:00|Республика Бурятия,город Улан-Удэ,улица Пушкина, дом 15В|ПН-ВС 06:00-23:00|НЕТ
PS2333|2020-10-29 00:00:00|г Москва, Нахимовский проспект , дом 65|ПН-ПТ 09:00-20:00, СБ 10:00-16:00, ВС выходной|НЕТ
PS2335|2020-10-29 00:00:00|г Москва, Кутузовский проспект , дом 27|ПН-ПТ 10:00-19:00, СБ-ВС выходной|НЕТ
PS2474|2020-10-29 00:00:00|Ленинградская область, Всеволожский район ,город Сертолово,улица Молодцова, дом 7 корпус 3|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS2489|2020-10-29 00:00:00|Новосибирская область, Коченевский район ,рабочий поселок Коченево,улица Октябрьская, дом 18|ПН-ПТ 09:00-18:00, СБ-ВС выходной|НЕТ
PS2525|2020-10-29 00:00:00|Липецкая область, Лев-Толстовский район , поселок Лев Толстой,улица М.Горького, дом 1|ПН-ПТ 08:30-17:00, СБ-ВС выходной|НЕТ
PS2590|2020-10-29 00:00:00|Ленинградская область, Выборгский район ,город Приморск, наб Лебедева, дом 12|ПН выходной, ВТ-ПТ 09:15-18:30, СБ 09:30-14:30, ВС выходной|НЕТ
PS2647|2020-10-29 00:00:00|Республика Карелия,город Петрозаводск, район Кукковка,улица Ровио, дом 18|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS2652|2020-10-29 00:00:00|Вологодская область, Вологодский район , село Кубенское,улица Ленина, дом 54|ПН выходной, ВТ-ПТ 08:30-16:30, СБ 08:30-16:15, ВС выходной|НЕТ
PS2653|2020-10-29 00:00:00|Вологодская область, Вологодский район , село Новленское,улица Советская, дом 10А|ПН-ВС - выходной|НЕТ
PS2667|2020-10-29 00:00:00|Ивановская область, Тейковский район ,город Тейково,улица Гвардейская, дом 3|ПН выходной, ВТ-ПТ 08:00-17:00, СБ 09:00-14:00, ВС выходной|НЕТ
PS2695|2020-10-29 00:00:00|Свердловская область, Пригородный район , село Николо-Павловское,улица Ленина, дом 71|ПН-ПТ 09:00-17:00, СБ-ВС выходной|НЕТ
PS2700|2020-10-29 00:00:00|Свердловская область,город Верхняя Пышма,улица Петрова, дом 51|ПН выходной, ВТ-ПТ 08:45-18:00, СБ 09:30-14:00, ВС выходной|НЕТ
PS2711|2020-10-29 00:00:00|Свердловская область,город Лесной,улица Фрунзе, дом 12|ПН-ПТ 09:00-19:00, СБ 09:30-14:30, ВС выходной|НЕТ
PS2713|2020-10-29 00:00:00|Свердловская область,город Первоуральск, проспект Космонавтов, дом 17/18|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS2737|2020-10-29 00:00:00|Ульяновская область, Мелекесский район , поселок Новоселки,улица Советская, дом 10|ПН-ПТ 08:00-15:42, СБ-ВС выходной|НЕТ
PS2738|2020-10-29 00:00:00|Ульяновская область, Мелекесский район ,рабочий поселок Новая Майна,улица Новая, дом 1А|ПН-ПТ 08:00-16:30, СБ-ВС выходной|НЕТ
PS2755|2020-10-29 00:00:00|Московская область,город Ступино,рабочий поселок Михнево,улица Библиотечная, дом 20А|ПН выходной, ВТ-ПТ 09:00-19:30, СБ 09:00-16:00, ВС выходной|НЕТ
PS2798|2020-10-29 00:00:00|Мурманская область,город Мончегорск, проспект Металлургов, дом 7|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS2806|2020-10-29 00:00:00|Мурманская область,город Оленегорск, нп Высокий,улица Гвардейская, дом 8|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS2829|2020-10-29 00:00:00|г. Санкт-Петербург, проспект Большой П.С., 18|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS2894|2020-10-29 00:00:00|Пермский край, Кунгурский район , п/ст Ергач,улица Школьная, дом 12|ПН выходной, ВТ-ПТ 09:15-18:00, СБ 09:15-13:00, ВС выходной|НЕТ
PS2897|2020-10-29 00:00:00|Пермский край, Кунгурский район , поселок Комсомольский,улица Ленина, дом 9|ПН выходной, ВТ-ПТ 09:15-17:45, СБ 09:15-12:45, ВС выходной|НЕТ
PS1060|2020-10-30 00:00:00|Краснодарский край, Динской район , станица Пластуновская,улица Мира, дом 26|ПН выходной, ВТ-ПТ 08:00-16:30, СБ 08:00-11:30, ВС выходной|НЕТ
PS1751|2020-10-30 00:00:00|Челябинская область,город Челябинск, Комсомольский проспект , дом 24|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS1757|2020-10-30 00:00:00|Челябинская область,город Челябинск, Центральный район , проспект Ленина, дом 55А|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ
PS1787|2020-10-30 00:00:00|Челябинская область,город Челябинск, Курчатовский район ,улица Молодогвардейцев, дом 32А|ПН-ПТ 09:30-18:30, СБ-ВС выходной|НЕТ
PS1797|2020-10-30 00:00:00|Удмуртская Респ,город Ижевск,улица Пушкинская, дом 215|ПН-ПТ 09:30-18:30, СБ-ВС выходной|НЕТ
PS2101|2020-10-30 00:00:00|Ставропольский край, Буденновский район , село Покойное,улица Буденного, дом 14|ПН выходной, ВТ-СР 08:15-16:00, ЧТ выходной, ПТ 08:15-16:00, СБ 08:15-13:00, ВС выходной|НЕТ
