Номер ВСП/ПВЗ|Дата открытия ВСП/ПВЗ|Режим работы ВСП/ПВЗ|Точность|Широта|Долгота|Адрес
8594/0626|2021-02-24 17:08:34|ПН-ПТ 08:00-17:00, СБ-ВС выходной|95.33|53.24356001021505|40.28234003124868|Тамбовская область,рабочий поселок Первомайский,площадь Ленина, дом 6
8594/07|2021-10-27 09:13:35|ПН-ПТ 09:00-18:00, СБ-ВС выходной|100.0|52.73049998689933|41.40575997596875|г Тамбов,улица Полынковская, дом 65
8594/077|2020-09-28 03:14:23|ПН-ПТ 09:00-18:30, СБ 09:00-14:30, ВС выходной|100.0|52.73413999599131|41.45360002361872|г Тамбов,улица Советская, дом 119
8594/08|2020-12-24 14:56:44|ПН-ПТ 09:00-18:00, СБ-ВС выходной|100.0|52.7089700208553|41.39672998403978|г Тамбов,улица Сенько, дом 9
8594/08463|2021-06-21 15:42:34|ПН-ПТ 08:30-18:00, СБ 08:30-14:30, ВС выходной|100.0|52.72189998660326|41.44733002476735|г Тамбов,улица Носовская, дом 8
8594/08594|2021-06-21 15:42:34|ПН-ЧТ 09:00-18:00, ПТ 09:00-16:45, СБ-ВС выходной|100.0|52.71959022745472|41.45219764739844|г Тамбов,улица Карла Маркса, дом 130
8594/088|2021-08-17 12:37:27|ПН-ПТ 09:00-18:00, СБ 09:00-13:00, ВС выходной|100.0|52.75931001303687|41.42570999517372|г Тамбов,улица Рылеева, дом 62В
8594/093|2021-06-21 15:42:34|ПН-ПТ 08:30-17:30, СБ 08:30-13:00, ВС выходной|100.0|52.71634999323467|41.41346998578564|г Тамбов,улица Гастелло, дом 32В
8595/001|2021-02-01 14:11:43|ПН-ПТ 08:30-18:30, СБ 09:00-15:00, ВС выходной|100.0|52.96875998516043|36.06281998383943|г Орёл,улица Брестская, дом 12
8595/003|2020-09-28 19:18:00|ПН-ПТ 09:00-18:00, СБ 09:00-13:00, ВС выходной|100.0|52.97085589105516|36.08727902899369|г Орёл,площадь Поликарпова, дом 10Б
8595/005|2020-09-28 19:18:00|ПН-ПТ 09:00-18:00, СБ 09:00-14:00, ВС выходной|100.0|52.97983000659377|36.10500995819689|г Орёл,улица Московская, дом 155
8595/007|2020-09-28 19:18:00|ПН-ПТ 09:00-18:00, СБ 09:00-13:30, ВС выходной|100.0|52.96867997989463|36.07959996726345|г Орёл,улица Московская, дом 24
8595/009|2020-11-17 10:21:45|ПН-ПТ 09:00-18:00, СБ-ВС выходной|100.0|52.93609000879158|36.0413100086345|г Орёл,улица Комсомольская, дом 247
8595/010|2020-09-28 19:18:00|ПН-ПТ 09:00-18:00, СБ 09:00-13:30, ВС выходной|100.0|52.98815998387903|36.07591000202854|г Орёл,улица Октябрьская, дом 134
8595/0102|2020-09-28 19:18:00|ПН-ПТ 09:00-18:00, СБ-ВС выходной|100.0|52.95199999257551|36.0566099994148|г Орёл,площадь Щепная, дом 1
8595/0103|2020-09-28 19:18:00|ПН-ПТ 09:30-18:30, СБ-ВС выходной|100.0|52.99120001634174|36.03720002623143|г Орёл, ш Наугорское, дом 86
8595/0108|2021-06-21 15:42:34|ПН-ПТ 09:00-18:00, СБ 09:00-13:00, ВС выходной|95.7|53.00868998887421|36.13319997495654|г Орёл,улица Космонавтов, зд 3
8595/011|2021-05-12 12:42:36|ПН-ПТ 09:00-18:00, СБ 09:00-13:00, ВС выходной|100.0|52.92957999414278|36.02750995942742|г Орёл,улица Комсомольская, дом 356
8595/0110|2021-08-17 12:37:27|ПН-ПТ 09:00-18:00, СБ-ВС выходной|100.0|52.9714900129342|36.05900001528627|г Орёл,улица Октябрьская, дом 24
8595/014|2020-11-17 10:21:45|ПН-ПТ 09:00-18:00, СБ 09:00-13:00, ВС выходной|100.0|52.94426999191953|36.05517996291405|г Орёл,улица Комсомольская, дом 189
8595/018|2020-09-28 19:18:00|ПН-ПТ 08:30-19:00, СБ 09:00-14:30, ВС 10:00-12:30|100.0|52.95440999928601|36.06257003548674|г Орёл,улица Комсомольская, дом 66
8595/020|2021-02-01 14:11:43|ПН-ПТ 08:30-19:00, СБ 09:00-15:00, ВС 09:30-13:30|100.0|53.01397000114153|36.14254001348397|г Орёл,улица Металлургов, дом 32
8595/0200|2021-06-07 13:59:22|ПН-ПТ 08:30-18:00, СБ 08:30-13:30, ВС выходной|95.56|52.4222699983149|37.6104600343902|Орловская область,город Ливны,улица Свердлова, дом 39
8595/021|2020-09-28 19:18:00|ПН-ПТ 09:00-18:00, СБ 09:00-14:00, ВС выходной|100.0|52.94134001384552|36.05066999609147|г Орёл,улица Комсомольская, дом 229
8595/0217|2021-02-24 17:08:49|ПН-ПТ 09:00-18:00, СБ 09:00-13:00, ВС выходной|95.12|52.40685002059064|37.56835002338903|Орловская область,город Ливны,улица Победы, дом 5
8595/0221|2021-02-24 17:08:36|ПН-ПТ 08:00-17:00, СБ-ВС выходной|100.0|52.0534300068642|37.52772997949631|Орловская область, пгт Долгое,улица Октябрьская, дом 9
8595/0224|2021-10-27 09:13:34|ПН-ПТ 08:30-17:30, СБ-ВС выходной|100.0|52.22504000283081|37.03551998223901|Орловская область, пгт Колпна,улица Интернациональная, дом 2
8595/0225|2021-02-24 17:08:35|ПН-ПТ 08:00-17:00, СБ-ВС выходной|100.0|52.60733998967677|36.88960001659095|Орловская область, пгт Покровское,улица Ленина, дом 12
8595/0227|2021-02-24 17:08:36|ПН-ПТ 08:00-17:00, СБ-ВС выходной|94.47|52.81006000601224|37.23600001876989|Орловская область, пгт Верховье,улица 7 Ноября, дом 4
8595/0229|2021-02-24 17:08:35|ПН-ПТ 08:00-16:30, СБ-ВС выходной|100.0|52.85606001636762|37.44031997278347|Орловская область, пгт Хомутово,улица Набережная, дом 3
8595/023|2020-09-28 19:18:00|ПН-ПТ 09:00-18:00, СБ-ВС выходной|100.0|52.9769299938236|36.04777002523085|г Орёл,улица Матросова, дом 9
8595/0231|2021-10-27 09:13:34|ПН-ПТ 08:30-17:30, СБ 09:00-13:00, ВС выходной|95.92|52.42428002060589|37.60414997004165|Орловская область,город Ливны,улица Дзержинского, дом 104
8595/030|2021-05-12 12:42:36|ПН-ПТ 09:00-18:00, СБ-ВС выходной|98.51|52.89281998430044|35.97416995837082|Орловская область, Орловский район , пгт Знаменка,улица Советская, влд 24Ж
8595/0300|2021-05-12 12:42:36|ПН-ПТ 09:00-18:00, СБ 09:00-13:30, ВС выходной|95.45|53.27850001551141|36.57226996336703|Орловская область,город Мценск,улица Ленина, дом 22А
8595/0308|2021-10-27 09:13:34|ПН-ПТ 09:00-18:00, СБ-ВС выходной|96.15|53.29024000246554|36.59548003999305|Орловская область,город Мценск,улица Машиностроителей, дом 2
8595/0309|2021-02-24 17:08:57|ПН-ПТ 08:00-17:00, СБ-ВС выходной|91.63|53.44699785550302|36.0054546753064|Орловская область,город Болхов,улица Ленина, влд 37
8595/0314|2021-06-21 15:42:34|ПН-ПТ 08:30-17:00, СБ-ВС выходной|100.0|52.90090179524452|36.88837213197554|Орловская область, пгт Залегощь,улица М.Горького, дом 18А
8595/043|2021-02-24 17:08:35|ПН-ПТ 08:00-17:00, СБ-ВС выходной|100.0|52.96486001134144|35.73347003000484|Орловская область, пгт Нарышкино,улица Ленина, дом 89
8595/051|2020-09-28 19:18:00|ПН-ПТ 09:00-18:00, СБ 09:00-13:00, ВС выходной|100.0|52.96437997974658|36.06966003592575|г Орёл,улица Гостиная, дом 3
8595/061|2021-02-24 17:08:35|ПН-ПТ 08:00-17:00, СБ-ВС выходной|89.81|52.69018891701806|35.7707600432065|Орловская область, пгт Кромы,улица 25 Октября, влд 50
8595/071|2021-05-12 12:42:36|ПН-ПТ 08:30-16:45, СБ-ВС выходной|95.23|52.44547001665714|35.77710998979262|Орловская область, с Тросна,улица Советская, влд 15
8595/080|2021-10-27 09:13:34|ПН-ПТ 08:30-17:00, СБ-ВС выходной|92.79|52.50576453057243|35.12422291557189|Орловская область,город Дмитровск,улица Советская, влд 101А
8595/085|2021-02-24 17:08:36|ПН-ПТ 08:30-17:00, СБ 09:00-12:00, ВС выходной|98.9|52.66758309581387|36.3761937921597|Орловская область, пгт Змиёвка,улица Ленина, дом 46
8595/097|2021-05-12 12:42:36|ПН-ПТ 08:00-17:00, СБ-ВС выходной|96.49|52.40119998920764|36.50716001005244|Орловская область,город Малоархангельск,улица Карла Маркса, дом 91
8596/010|2020-09-28 03:14:25|ПН-ПТ 08:30-18:00, СБ 09:00-16:00, ВС выходной|100.0|51.67020998041622|36.14103998809171|г Курск, проспект Кулакова, дом 7
8596/0108|2021-05-12 12:42:36|ПН-ПТ 08:00-17:30, СБ-ВС выходной|94.62|51.23505999857329|36.69528998280657|Курская область,рабочий поселок Пристень,улица Ленина, дом 2А
8596/0110|2021-10-27 09:11:31|ПН-ПТ 08:30-17:30, СБ-ВС выходной|91.38|52.31836000565363|36.30151001564298|Курская область,рабочий поселок Поныри,улица Почтовая, влд 22
8596/0113|2021-02-24 17:08:49|ПН-ПТ 08:30-18:00, СБ 09:00-14:00, ВС выходной|92.4|51.65782001878034|35.67341998018017|Курская область,город Курчатов,улица Энергетиков, влд 10
8596/0114|2021-09-21 12:27:14|ПН-ПТ 08:30-17:30, СБ-ВС выходной|96.53|51.65756998660862|35.93698004071459|Курская область, пгт Прямицыно,улица Октябрьская, влд 118
8596/0119|2021-05-12 12:42:35|ПН-ПТ 08:30-18:00, СБ 08:30-13:00, ВС выходной|96.43|51.66066999158852|35.65637999011966|Курская область,город Курчатов, проспект Коммунистический, дом 27
8596/0121|2021-09-21 12:27:14|ПН-ПТ 08:30-17:30, СБ-ВС выходной|91.05|51.41188523278797|36.75223228070242|Курская область,рабочий поселок Солнцево,улица Ленина, зд 35Б
8596/0131|2021-06-21 15:42:34|ПН-ПТ 08:00-17:00, СБ-ВС выходной|97.33|51.41996000493876|36.10890997392539|Курская область, пгт Медвенка,улица Советская, дом 18А
8596/0135|2021-06-07 13:59:22|ПН-ПТ 08:30-17:30, СБ-ВС выходной|91.27|52.08640001345725|35.86067002073892|Курская область,город Фатеж,улица К.Маркса, влд 34
8596/0138|2021-06-07 13:59:21|ПН-ПТ 08:30-17:30, СБ-ВС выходной|91.67|52.08924001180065|36.37577996420478|Курская область,рабочий поселок Золотухино,улица Кирова, влд 17
8596/0142|2021-10-27 09:13:34|ПН-ПТ 09:00-18:00, СБ 09:00-14:00, ВС выходной|100.0|51.72674000809283|36.18518001222293|г Курск,улица Дзержинского, дом 42
8596/0143|2020-09-28 03:14:25|ПН-ПТ 09:00-18:30, СБ 10:00-14:00, ВС выходной|100.0|51.72710998529899|36.1388699971786|г Курск,улица Бойцов 9-й дивизии, дом 185В
8596/0148|2020-09-28 03:14:25|ПН-ПТ 09:00-18:00, СБ 09:00-15:00, ВС выходной|100.0|51.74020000348807|36.13266998721878|г Курск, проспект Дружбы, дом 22
8596/0151|2020-09-28 03:14:25|ПН выходной, ВТ-ПТ 09:00-18:15, СБ 09:30-17:15, ВС выходной|100.0|51.77327000618598|36.17750998408417|г Курск, проспект Победы, дом 2
8596/0152|2021-05-12 12:42:35|ПН-ПТ 08:30-17:30, СБ 10:00-13:30, ВС выходной|100.0|51.74097998148807|36.1443299689071|г Курск,улица Студенческая, дом 3
8596/0153|2021-10-27 09:25:48|ПН-ПТ 09:00-18:00, СБ 09:00-14:00, ВС выходной|100.0|51.75735998049257|36.1893500090527|г Курск,улица Карла Маркса, дом 55
8596/0157|2021-06-21 15:42:34|ПН-ПТ 09:00-19:00, СБ 09:00-15:30, ВС выходной|100.0|51.74323999404126|36.19479003185162|г Курск,улица Ленина, дом 67
8596/0200|2021-02-24 17:08:53|ПН-ПТ 09:00-18:00, СБ 09:00-14:00, ВС выходной|95.74|52.34081001129971|35.35250004164524|Курская область,город Железногорск,улица Гайдара, дом 5
8596/0201|2021-02-24 17:08:53|ПН-ПТ 09:00-18:00, СБ 09:00-14:00, ВС выходной|95.74|52.34286998973363|35.3488099925913|Курская область,город Железногорск,улица Ленина, дом 56
8596/0207|2021-02-24 17:08:53|ПН-ПТ 08:30-18:30, СБ 09:00-14:00, ВС выходной|95.74|52.32788000364224|35.36091002419633|Курская область,город Железногорск,улица Ленина, дом 16
8596/0211|2021-06-07 13:59:21|ПН-ПТ 08:30-17:30, СБ-ВС выходной|99.18|52.12822693710995|35.07913480256648|Курская область, Дмитриевский район ,город Дмитриев,улица Ленина, дом 62А
