ID точки|Адрес|Тип Пункта|Название пункта приема/выдачи|Время работы|Широта|Долгота
9902-227|город Москва,Московская обл., Мира пр-кт, д. 211|ПВЗ|ПВЗ: МТС: 9902-227: ТРЦ EUROPOLIS|Ежедневно: 10-22|55.844041|37.66265
5012-112|город Одинцово (Одинцовский),Московская обл., Чистяковой ул., д. 1|ПВЗ|ПВЗ: МТС: 5012-112: ТЦ Твин Маркет|Ежедневно: 9-20:45|55.695129|37.333161
5012-104|город Москва,Московская обл., Внуковское поселение, Летчика Ульянина ул., д. 5|ПВЗ|ПВЗ: МТС: 5012-104: ТЦ Солнцево-Парк|Ежедневно: 10-22|55.625903|37.307142
4702-056|город Пушкин,Ленинградская обл., Московская ул., д. 25|ПВЗ|ПВЗ: МТС: 4702-056: ТЦ Гостиный Двор|Ежедневно: 10-20:45|59.719555|30.405978
9902-228|город Москва,Московская обл., Дмитрия Донского б-р, д. 8, к. 1|ПВЗ|ПВЗ: МТС: 9902-228: ТЦ Клиффстор|Ежедневно: 10-21|55.567545|37.573717
9902-229|город Москва,Московская обл., Петрозаводская ул., д. 24Б|ПВЗ|ПВЗ: МТС: 9902-229: ТЦ Ховрино|Пн-Пт: 10-21; Сб-Вс: 10-20|55.867071|37.493596
4702-057|город Кудрово,Ленинградская обл., Мурманское шоссе, д. 1|ПВЗ|ПВЗ: МТС: 4702-057: ТРК МЕГА Дыбенко|Ежедневно: 10-22|59.89408|30.514755
7802-633|город Санкт-Петербург,Ленинградская обл., Невский пр-кт, д. 11/2|ПВЗ|ПВЗ: МТС: 7802-633|Ежедневно: 9-22|59.936408|30.316039
9902-230|город Москва,Московская обл., Боровское шоссе, д. 6|ПВЗ|ПВЗ: МТС: 9902-230: ТЦ Мармелад|Ежедневно: 10-22|55.658709|37.401518
9902-231|город Москва,Московская обл., Зеленый пр-кт, д. 83|ПВЗ|ПВЗ: МТС: 9902-231: ТЦ Алькор Ю-З|Ежедневно: 10-22|55.752374|37.820403
9902-239|город Москва,Московская обл., Багратионовский проезд, д. 7, к. 3|ПВЗ|ПВЗ: МТС: 9902-239: ТЦ Горбушкин двор|Ежедневно: 10-21|55.741504|37.504129
5012-107|город Химки,Московская обл., ул. 8 Микрорайон., д. 1|ПВЗ|ПВЗ: МТС: 5012-107: ТЦ МЕГА|Пн-Чт: 10-23; Пт-Вс: 10-23:59|55.910876|37.396093
7802-634|город Санкт-Петербург,Ленинградская обл., Долгоозерная ул., д. 14, к. 2, лит. А|ПВЗ|ПВЗ: МТС: 7802-634: ТРК 5 озер|Ежедневно: 10-22|60.016775|30.246051
9902-232|город Москва,Московская обл., Мичуринский пр-кт, д. 3, к. 1|ПВЗ|ПВЗ: МТС: 9902-232: ТРЦ Фестиваль|Ежедневно: 10-22|55.67767|37.466436
9902-240|город Москва,Московская обл., Мичуринский пр-кт, д. 27|ПВЗ|ПВЗ: МТС: 9902-240: ТЦ Тиара|Ежедневно: 10-22|55.697463|37.500207
5012-113|город Люберцы,Московская обл., Смирновская ул., д. 18/20|ПВЗ|ПВЗ: МТС: 5012-113|Ежедневно: 9-21|55.680321|37.895529
9902-241|город Москва,Московская обл., Красная Сосна ул., д. 2А|ПВЗ|ПВЗ: МТС: 9902-241: ТЦ Компас|Ежедневно: 10-21|55.850964|37.679251
9902-233|город Москва,Московская обл., Луганская ул., д. 5|ПВЗ|ПВЗ: Lamoda: 9902-233: ТЦ Радиорынок Старк|Ежедневно: 10-22|55.626091|37.666279
7802-637|город Санкт-Петербург,Ленинградская обл., Фермское шоссе, д. 41|ПВЗ|ПВЗ: Мегафон: 7802-637|Ежедневно: 9-20|60.017781|30.312306
9902-236|город Москва,Московская обл., Волгоградский пр-кт, д. 59|ПВЗ|ПВЗ: Мегафон: 9902-236|Ежедневно: 10-22|55.709798|37.734468
9902-235|город Москва,Московская обл., Киевского вокзала пл., д. 2|ПВЗ|ПВЗ: Мегафон: 9902-235: ТЦ Европейский|Пн-Чт: 10-22; Пт-Сб: 10-23; Вс: 10-22|55.744632|37.566072
7802-636|город Санкт-Петербург,Ленинградская обл., Комендантская пл., д. 1|ПВЗ|ПВЗ: Мегафон: 7802-636: ТРК Атмосфера|Ежедневно: 10-22|60.007668|30.259822
7802-635|город Санкт-Петербург,Ленинградская обл., Комендантский пр-кт, д. 33, к. 7Б|ПВЗ|ПВЗ: Мегафон: 7802-635|Ежедневно: 9-20|60.021805|30.243442
9902-234|город Москва,Московская обл., Автозаводская ул., д. 18|ПВЗ|ПВЗ: Мегафон: 9902-234: ТРЦ Ривьера|Ежедневно: 10-22|55.704974|37.642141
7701-860|город Москва,Московская обл., Симферопольский б-р, д. 22, к. 3|Постамат|Постамат: PickPoint: 7701-860: Дом Быта|Ежедневно: 9-21|55.646985|37.604708
5001-791|город Электросталь,Московская обл., Комсомольская ул., д. 1|Постамат|Постамат: PickPoint: 5001-791: БЦ Янтарь|Ежедневно: 10-21|55.803213|38.471663
4701-078|город Колпино,Ленинградская обл., Танкистов ул., д. 28А|Постамат|Постамат: PickPoint: 4701-078: Дикси|Круглосуточно|59.744714|30.561521
7701-862|город Москва,Московская обл., Кустанайская ул., д. 8, к. 3|Постамат|Постамат: PickPoint: 7701-862: Аптека|Ежедневно: 10-22|55.618689|37.750236
7601-017|город Ярославль,Ярославская обл., Ленинградский пр-кт, д. 67|Постамат|Постамат: PickPoint: 7601-017: Дикси|Ежедневно: 8-23|57.683781|39.786892
6791-009|город Ярцево,Смоленская обл., Автозаводская ул., д. 24|Постамат|Постамат: PickPoint: 6791-009: Ozon|Ежедневно: 9-20|55.047668|32.733024
7701-392|город Москва,Московская обл., Перерва ул., д. 8, стр. 1|Постамат|Постамат: PickPoint: 7701-392: Пятерочка|Ежедневно: 9-22|55.654157|37.716405
6602-209|город Екатеринбург,Свердловская обл., Вильгельма де Геннина ул., д. 42|ПВЗ|ПВЗ: Халва: 6602-209: Совкомбанк|Пн-Пт: 9-19; Сб-Вс: 10-17|56.790364|60.515184
7705-186|город Москва,Московская обл., Россошанская ул., д. 6|Постамат|Постамат: PickPoint: 7705-186: ТЦ Персей|Ежедневно: 10-20|55.59252|37.612488
3512-032|город Череповец,Вологодская обл., Ленинградская ул., д. 60|ПВЗ|ПВЗ: Ozon: 3512-032|Ежедневно: 9-21|59.096647|37.933779
1802-028|город Ижевск,Удмуртская респ., Промышленная ул., д. 25|ПВЗ|ПВЗ: Ozon: 1802-028|Ежедневно: 9-21|56.83519|53.240362
2302-134|город Краснодар,Краснодарский край, Ставропольская ул., д. 238|ПВЗ|ПВЗ: PickPoint: 2302-134|Ежедневно: 8-22|45.01693|39.037666
8921-003|город Новый Уренгой,Ямало-Ненецкий авт. округ, Губкина пр-кт, д. 14А|Постамат|Постамат: PickPoint: 8921-003: ДЦ Партнер|Ежедневно: 8-22|66.094574|76.67863
3201-009|город Брянск,Брянская обл., Клинцовская ул., д. 62/2|Постамат|Постамат: PickPoint: 3201-009: ТК Центр|Ежедневно: 8-21|53.33166|34.292986
7701-497|город Москва,Московская обл., Алтуфьевское шоссе, д. 24,  к. 1|Постамат|Постамат: PickPoint: 7701-497: ТЦ Улей|Ежедневно: 10-20|55.862979|37.585404
7701-498|город Москва,Московская обл., Елецкая ул., д. 15|Постамат|Постамат: PickPoint: 7701-498: ТЦ W|Ежедневно: 8-23|55.607356|37.733716
5001-434|город Балашиха,Московская обл., Свердлова ул., д. 20, к. 1|Постамат|Постамат: PickPoint: 5001-434: ТЦ Заречье|Ежедневно: 10-22|55.822893|37.970386
7701-499|город Москва,Московская обл., Бунинская аллея, д. 7|Постамат|Постамат: PickPoint: 7701-499: ТЦ Арус|Ежедневно: 8-23|55.536186|37.515641
7701-864|город Москва,Московская обл., Средняя Первомайская ул., д. 23|Постамат|Постамат: PickPoint: 7701-864: Ozon|Ежедневно: 9-21|55.795312|37.811492
5001-436|город Реутов,Московская обл., Носовихинское шоссе, д. 5|Постамат|Постамат: PickPoint: 5001-436: ТЦ Экоград|Ежедневно: 9-21|55.74562|37.857494
5001-793|город Красногорск,Московская обл., Ново-Никольская ул., д. 122, стр. 1|Постамат|Постамат: PickPoint: 5001-793: ТЦ Клен|Ежедневно: 9-23|55.839714|37.237028
7701-866|город Москва,Московская обл., Южнобутовская ул., д. 117|Постамат|Постамат: PickPoint: 7701-866: Торговая Галерея|Ежедневно: 9-21|55.532194|37.519829
